nid,category
180,NULL
181,NULL
301,NULL
1430,NULL
1527,NULL
1528,NULL
1529,NULL
28498,NULL
28499,NULL
28500,NULL
28641,NULL
28642,NULL
28643,NULL
29043,NULL
32889,NULL
32890,NULL
32891,NULL
33316,NULL
34776,NULL
36528,NULL
36529,NULL
37115,NULL
37784,NULL
37787,NULL
37788,NULL
37789,NULL
38180,NULL
38181,NULL
39081,NULL
39082,NULL
39244,NULL
39248,NULL
41076,NULL
41100,NULL
41999,NULL
42000,NULL
42065,NULL
44990,NULL
44992,NULL
45012,NULL
45419,NULL
47836,NULL
50370,NULL
50372,NULL
51155,NULL
51157,NULL
53062,NULL
53524,NULL
53526,NULL
53530,NULL
53545,NULL
53762,NULL
53861,NULL
54556,NULL
55654,NULL
56201,NULL
56664,NULL
56847,NULL
58571,NULL
60183,NULL
60643,NULL
61425,NULL
61430,NULL
61443,NULL
62904,NULL
64196,NULL
78843,NULL
92608,NULL
136194,NULL
144213,NULL
145172,NULL
150432,NULL
150467,NULL
154022,NULL
154023,NULL
156772,NULL
177288,NULL
177346,NULL
210263,NULL
210318,NULL
212111,NULL
212180,NULL
212898,NULL
212950,NULL
213012,NULL
213307,NULL
229505,NULL
229514,NULL
229523,NULL
229527,NULL
229538,NULL
229608,NULL
254592,NULL
254593,NULL
257606,NULL
257614,NULL
258950,NULL
259005,NULL
263250,NULL
263251,NULL
263259,NULL
263261,NULL
267740,NULL
267742,NULL
269750,NULL
269757,NULL
273195,NULL
273197,NULL
273199,NULL
273201,NULL
273801,NULL
273979,NULL
276422,NULL
276425,NULL
276479,NULL
276526,NULL
276740,NULL
276753,NULL
279643,NULL
280154,NULL
280155,NULL
282970,NULL
282971,NULL
284121,NULL
284266,NULL
284291,NULL
287121,NULL
287123,NULL
287124,NULL
290344,NULL
290613,NULL
290697,NULL
291014,NULL
291034,NULL
293126,NULL
293128,NULL
297825,NULL
297828,NULL
298339,NULL
298342,NULL
298344,NULL
303349,NULL
303352,NULL
307879,NULL
307884,NULL
313939,NULL
313944,NULL
319257,NULL
319258,NULL
321834,NULL
321838,NULL
326277,NULL
326279,NULL
333403,NULL
333405,NULL
333409,NULL
333411,NULL
337993,NULL
337994,NULL
339793,NULL
339795,NULL
340165,NULL
340171,NULL
341426,NULL
341438,NULL
345267,NULL
345274,NULL
346226,NULL
346984,NULL
346985,NULL
347240,NULL
347246,NULL
347255,NULL
347263,NULL
354822,NULL
354824,NULL
354899,NULL
354900,NULL
356501,NULL
356504,NULL
358809,NULL
358812,NULL
365379,NULL
365380,NULL
365382,NULL
365383,NULL
365632,NULL
365637,NULL
369669,NULL
369670,NULL
369880,NULL
371362,NULL
371363,NULL
375147,NULL
375148,NULL
375149,NULL
378275,NULL
380771,NULL
380774,NULL
380775,NULL
386325,NULL
386329,NULL
386330,NULL
390794,NULL
390805,NULL
390806,NULL
390807,NULL
394858,NULL
395222,NULL
395224,NULL
395227,NULL
395490,NULL
402673,NULL
402676,NULL
402678,NULL
406416,NULL
406418,NULL
406420,NULL
408057,NULL
408058,NULL
408059,NULL
413950,NULL
413952,NULL
413953,NULL
418407,NULL
418409,NULL
418410,NULL
421689,NULL
421693,NULL
421694,NULL
421695,NULL
421696,NULL
421745,NULL
421746,NULL
421749,NULL
426364,NULL
426366,NULL
426368,NULL
431243,NULL
432014,NULL
432419,NULL
432421,NULL
432422,NULL
438087,NULL
438088,NULL
438089,NULL
441733,NULL
441734,NULL
441735,NULL
442342,NULL
442369,NULL
446079,NULL
446081,NULL
446082,NULL
451446,NULL
451448,NULL
451449,NULL
457116,NULL
457117,NULL
457118,NULL
461249,NULL
461250,NULL
461251,NULL
468278,NULL
468279,NULL
468280,NULL
472723,NULL
472724,NULL
472725,NULL
477088,NULL
477089,NULL
477090,NULL
483428,NULL
483429,NULL
483430,NULL
489637,NULL
489638,NULL
489639,NULL
495768,NULL
495769,NULL
495770,NULL
503397,NULL
503399,NULL
503400,NULL
508453,NULL
508454,NULL
508455,NULL
521219,NULL
521271,NULL
521272,NULL
525732,NULL
525733,NULL
525734,NULL
531241,NULL
531242,NULL
531243,NULL
537708,NULL
537709,NULL
537710,NULL
541554,NULL
541555,NULL
541556,NULL
545657,NULL
545658,NULL
545659,NULL
552565,NULL
552570,NULL
552575,NULL
563187,NULL
563188,NULL
563189,NULL
569323,NULL
569324,NULL
569325,NULL
576368,NULL
576369,NULL
576370,NULL
589359,NULL
589361,NULL
589363,NULL
596679,NULL
596680,NULL
596681,NULL
600403,NULL
602950,NULL
602952,NULL
602953,NULL
624775,NULL
624776,NULL
624778,NULL
633057,NULL
633058,NULL
633059,NULL
641635,NULL
641636,NULL
641637,NULL
676758,NULL
676759,NULL
676760,NULL
697347,NULL
697348,NULL
697352,NULL
738597,NULL
738598,NULL
738599,NULL
766161,NULL
766163,NULL
766165,NULL
792895,NULL
792896,NULL
792897,NULL
817393,NULL
817394,NULL
817395,NULL
836832,NULL
836833,NULL
836834,NULL
844469,NULL
844474,NULL
844475,NULL
857597,NULL
857612,NULL
857626,NULL
885503,NULL
885511,NULL
885523,NULL
891977,NULL
891982,NULL
891983,NULL
898974,NULL
903176,NULL
903186,NULL
928207,NULL
928210,NULL
928211,NULL
952673,NULL
960281,NULL
960285,NULL
960286,NULL
985080,NULL
985082,NULL
985083,NULL
985084,NULL
985179,NULL
985211,NULL
985235,NULL
985652,NULL
985653,NULL
985654,NULL
985685,NULL
985686,NULL
985687,NULL
985717,NULL
985718,NULL
985719,NULL
985735,NULL
985736,NULL
985737,NULL
985767,NULL
985768,NULL
985769,NULL
985794,NULL
985795,NULL
985796,NULL
985806,NULL
985807,NULL
985808,NULL
985850,NULL
